Data Medicao,RADIACAO SOLAR MÉDIA DIÁRIA (Kj/m²),RADIACAO SOLAR MÁXIMA DIÁRIA (Kj/m²)
2009-10-19,1124.5769166666666,3980.464
2009-10-20,1099.3836666666666,3648.019
2009-10-21,1029.1252916666665,3335.35
2009-10-22,1081.6140416666667,3988.395
2009-10-23,976.6852916666667,3755.937
2009-10-24,1024.7015000000001,3915.385
2009-10-25,1031.0882083333333,3643.028
2009-10-26,1046.609125,3787.922
2009-10-27,1044.3968333333332,3861.598
2009-10-28,1087.8605416666667,3923.968
2009-10-29,1122.6777916666665,3791.259
2009-10-30,1148.194,3836.152
2009-10-31,874.685875,3276.237
2009-11-01,913.2541249999999,3517.261
2009-11-02,975.5368333333332,3399.805
2009-11-03,1053.9268333333332,3503.449
2009-11-04,898.2559166666664,3165.896
2009-11-05,942.694625,3578.18
2009-11-06,1022.1132499999999,3655.726
2009-11-07,1162.4126666666666,3833.25
2009-11-08,940.4435416666664,3375.924
2009-11-09,949.3936666666665,3418.722
2009-11-10,1096.883916666667,3771.29
2009-11-11,932.0197916666666,3525.454
2009-11-12,951.8677083333332,3223.395
2009-11-13,1183.5193043478262,3812.034
2009-11-14,1108.1493750000002,3576.011
